episode,step,test,speed,lidar_min,lidar_mean,lidar_max,previous_actions,raw_action,applied_noise,final_action,reward,terminated,truncated
0,21,True,13.102900505065918,0.0,3.03947377204895,22.0,"[[0.9999754428863525, 0.15042133629322052, -0.05502365902066231], [0.9996423721313477, -0.0908048003911972, -0.039497144520282745]]","[0.9165323972702026, 0.14454412460327148, -0.2203647941350937]","[0.0, 0.0, 0.0]","[0.9165323972702026, 0.14454412460327148, -0.2203647941350937]",0.03999999910593033,False,False
0,22,True,13.576935768127441,0.0,3.6315789222717285,25.0,"[[0.9996423721313477, -0.0908048003911972, -0.039497144520282745], [0.9165323972702026, 0.14454412460327148, -0.2203647941350937]]","[0.9941461086273193, -0.04421590641140938, -0.036990221589803696]","[0.0, 0.0, 0.0]","[0.9941461086273193, -0.04421590641140938, -0.036990221589803696]",0.09000000357627869,False,False
0,23,True,14.525313377380371,0.0,3.3815789222717285,25.0,"[[0.9165323972702026, 0.14454412460327148, -0.2203647941350937], [0.9941461086273193, -0.04421590641140938, -0.036990221589803696]]","[0.9994498491287231, -0.21751415729522705, -0.022142687812447548]","[0.0, 0.0, 0.0]","[0.9994498491287231, -0.21751415729522705, -0.022142687812447548]",0.07000000029802322,False,False
0,24,True,15.315417289733887,0.0,3.513157844543457,25.0,"[[0.9941461086273193, -0.04421590641140938, -0.036990221589803696], [0.9994498491287231, -0.21751415729522705, -0.022142687812447548]]","[0.9988218545913696, 0.06917544454336166, -0.18299876153469086]","[0.0, 0.0, 0.0]","[0.9988218545913696, 0.06917544454336166, -0.18299876153469086]",0.09000000357627869,False,False
0,25,True,16.26468276977539,0.0,3.276315927505493,25.0,"[[0.9994498491287231, -0.21751415729522705, -0.022142687812447548], [0.9988218545913696, 0.06917544454336166, -0.18299876153469086]]","[0.9999024868011475, 0.11247320473194122, 0.04227827116847038]","[0.0, 0.0, 0.0]","[0.9999024868011475, 0.11247320473194122, 0.04227827116847038]",0.07000000029802322,False,False
0,26,True,16.897111892700195,0.0,2.96052622795105,21.0,"[[0.9988218545913696, 0.06917544454336166, -0.18299876153469086], [0.9999024868011475, 0.11247320473194122, 0.04227827116847038]]","[0.9058142900466919, -0.12305716425180435, -0.2800981402397156]","[0.0, 0.0, 0.0]","[0.9058142900466919, -0.12305716425180435, -0.2800981402397156]",0.10000000149011612,False,False
0,27,True,17.845064163208008,0.0,3.236842155456543,21.0,"[[0.9999024868011475, 0.11247320473194122, 0.04227827116847038], [0.9058142900466919, -0.12305716425180435, -0.2800981402397156]]","[0.9995781779289246, 0.27843335270881653, -0.1140659749507904]","[0.0, 0.0, 0.0]","[0.9995781779289246, 0.27843335270881653, -0.1140659749507904]",0.07999999821186066,False,False
0,28,True,18.47712516784668,0.0,3.236842155456543,21.0,"[[0.9058142900466919, -0.12305716425180435, -0.2800981402397156], [0.9995781779289246, 0.27843335270881653, -0.1140659749507904]]","[0.9472625851631165, 0.18285521864891052, -0.18363173305988312]","[0.0, 0.0, 0.0]","[0.9472625851631165, 0.18285521864891052, -0.18363173305988312]",0.10999999940395355,False,False
0,29,True,19.422334671020508,0.0,3.9473683834075928,24.0,"[[0.9995781779289246, 0.27843335270881653, -0.1140659749507904], [0.9472625851631165, 0.18285521864891052, -0.18363173305988312]]","[0.9962542653083801, 0.24739472568035126, -0.04016845300793648]","[0.0, 0.0, 0.0]","[0.9962542653083801, 0.24739472568035126, -0.04016845300793648]",0.07999999821186066,False,False
0,30,True,20.054229736328125,0.0,3.8815789222717285,24.0,"[[0.9472625851631165, 0.18285521864891052, -0.18363173305988312], [0.9962542653083801, 0.24739472568035126, -0.04016845300793648]]","[0.9724364876747131, 0.027267873287200928, -0.01607068069279194]","[0.0, 0.0, 0.0]","[0.9724364876747131, 0.027267873287200928, -0.01607068069279194]",0.07999999821186066,False,False
0,31,True,20.686168670654297,0.0,4.092105388641357,24.0,"[[0.9962542653083801, 0.24739472568035126, -0.04016845300793648], [0.9724364876747131, 0.027267873287200928, -0.01607068069279194]]","[0.9955549836158752, -0.1868293732404709, -0.21443185210227966]","[0.0, 0.0, 0.0]","[0.9955549836158752, -0.1868293732404709, -0.21443185210227966]",0.10000000149011612,False,False
0,32,True,21.476947784423828,0.0,4.407894611358643,24.0,"[[0.9724364876747131, 0.027267873287200928, -0.01607068069279194], [0.9955549836158752, -0.1868293732404709, -0.21443185210227966]]","[0.9997320771217346, 0.1510639488697052, -0.06889857351779938]","[0.0, 0.0, 0.0]","[0.9997320771217346, 0.1510639488697052, -0.06889857351779938]",0.12999999523162842,False,False
0,33,True,22.426111221313477,0.0,4.184210777282715,21.0,"[[0.9955549836158752, -0.1868293732404709, -0.21443185210227966], [0.9997320771217346, 0.1510639488697052, -0.06889857351779938]]","[0.9033837914466858, -0.11734747141599655, 0.19861634075641632]","[0.0, 0.0, 0.0]","[0.9033837914466858, -0.11734747141599655, 0.19861634075641632]",0.10000000149011612,False,False
0,34,True,23.058650970458984,0.0,4.434210777282715,24.0,"[[0.9997320771217346, 0.1510639488697052, -0.06889857351779938], [0.9033837914466858, -0.11734747141599655, 0.19861634075641632]]","[0.9999662637710571, -0.2621881365776062, -0.18060912191867828]","[0.0, 0.0, 0.0]","[0.9999662637710571, -0.2621881365776062, -0.18060912191867828]",0.14000000059604645,False,False
0,35,True,24.008255004882812,0.0,4.3552632331848145,24.0,"[[0.9033837914466858, -0.11734747141599655, 0.19861634075641632], [0.9999662637710571, -0.2621881365776062, -0.18060912191867828]]","[0.9995232224464417, -0.13456478714942932, -0.03556365892291069]","[0.0, 0.0, 0.0]","[0.9995232224464417, -0.13456478714942932, -0.03556365892291069]",0.09000000357627869,False,False
0,36,True,24.64109992980957,0.0,3.8947367668151855,24.0,"[[0.9999662637710571, -0.2621881365776062, -0.18060912191867828], [0.9995232224464417, -0.13456478714942932, -0.03556365892291069]]","[0.9162084460258484, 0.0297493077814579, -0.10353139042854309]","[0.0, 0.0, 0.0]","[0.9162084460258484, 0.0297493077814579, -0.10353139042854309]",0.18000000715255737,False,False
0,37,True,25.74833106994629,0.0,3.5526316165924072,24.0,"[[0.9995232224464417, -0.13456478714942932, -0.03556365892291069], [0.9162084460258484, 0.0297493077814579, -0.10353139042854309]]","[0.9288364052772522, 0.08714653551578522, 0.06610017269849777]","[0.0, 0.0, 0.0]","[0.9288364052772522, 0.08714653551578522, 0.06610017269849777]",0.10000000149011612,False,False
0,38,True,26.3812198638916,0.0,3.526315927505493,21.0,"[[0.9162084460258484, 0.0297493077814579, -0.10353139042854309], [0.9288364052772522, 0.08714653551578522, 0.06610017269849777]]","[0.9985429048538208, 0.03211088106036186, -0.1252754032611847]","[0.0, 0.0, 0.0]","[0.9985429048538208, 0.03211088106036186, -0.1252754032611847]",0.1599999964237213,False,False
0,39,True,27.330270767211914,0.0,3.263157844543457,21.0,"[[0.9288364052772522, 0.08714653551578522, 0.06610017269849777], [0.9985429048538208, 0.03211088106036186, -0.1252754032611847]]","[0.8974781036376953, -0.01801919750869274, 0.05355841666460037]","[0.0, 0.0, 0.0]","[0.8974781036376953, -0.01801919750869274, 0.05355841666460037]",0.10999999940395355,False,False
0,40,True,27.962804794311523,0.0,3.526315927505493,21.0,"[[0.9985429048538208, 0.03211088106036186, -0.1252754032611847], [0.8974781036376953, -0.01801919750869274, 0.05355841666460037]]","[0.7988352179527283, 0.016413489356637, -0.09687770903110504]","[0.0, 0.0, 0.0]","[0.7988352179527283, 0.016413489356637, -0.09687770903110504]",0.17000000178813934,False,False
0,41,True,28.331390380859375,0.0,3.5,24.0,"[[0.8974781036376953, -0.01801919750869274, 0.05355841666460037], [0.7988352179527283, 0.016413489356637, -0.09687770903110504]]","[0.9996119737625122, -0.039668843150138855, 0.02407718636095524]","[0.0, 0.0, 0.0]","[0.9996119737625122, -0.039668843150138855, 0.02407718636095524]",0.10999999940395355,False,False
0,42,True,28.324155807495117,0.0,3.1973683834075928,24.0,"[[0.7988352179527283, 0.016413489356637, -0.09687770903110504], [0.9996119737625122, -0.039668843150138855, 0.02407718636095524]]","[0.9335039258003235, 0.5146573185920715, -0.05627794191241264]","[0.0, 0.0, 0.0]","[0.9335039258003235, 0.5146573185920715, -0.05627794191241264]",0.14000000059604645,False,False
0,43,True,28.316959381103516,0.0,3.0921053886413574,24.0,"[[0.9996119737625122, -0.039668843150138855, 0.02407718636095524], [0.9335039258003235, 0.5146573185920715, -0.05627794191241264]]","[0.9359965324401855, 0.13417230546474457, 0.3079579770565033]","[0.0, 0.0, 0.0]","[0.9359965324401855, 0.13417230546474457, 0.3079579770565033]",0.11999999731779099,False,False
0,44,True,28.31338119506836,0.0,2.75,24.0,"[[0.9335039258003235, 0.5146573185920715, -0.05627794191241264], [0.9359965324401855, 0.13417230546474457, 0.3079579770565033]]","[0.9892037510871887, -0.05316375195980072, -0.037885457277297974]","[0.0, 0.0, 0.0]","[0.9892037510871887, -0.05316375195980072, -0.037885457277297974]",0.1899999976158142,False,False
0,45,True,28.31134796142578,0.0,2.4342105388641357,24.0,"[[0.9359965324401855, 0.13417230546474457, 0.3079579770565033], [0.9892037510871887, -0.05316375195980072, -0.037885457277297974]]","[0.9905422925949097, -0.4398336708545685, 0.15321512520313263]","[0.0, 0.0, 0.0]","[0.9905422925949097, -0.4398336708545685, 0.15321512520313263]",0.15000000596046448,False,False
0,46,True,28.310970306396484,0.0,2.1184210777282715,21.0,"[[0.9892037510871887, -0.05316375195980072, -0.037885457277297974], [0.9905422925949097, -0.4398336708545685, 0.15321512520313263]]","[0.9911953210830688, -0.30639010667800903, 0.13488733768463135]","[0.0, 0.0, 0.0]","[0.9911953210830688, -0.30639010667800903, 0.13488733768463135]",0.10999999940395355,False,False
0,47,True,28.753517150878906,0.0,1.894736886024475,21.0,"[[0.9905422925949097, -0.4398336708545685, 0.15321512520313263], [0.9911953210830688, -0.30639010667800903, 0.13488733768463135]]","[0.9419020414352417, -0.23639222979545593, 0.36664363741874695]","[0.0, 0.0, 0.0]","[0.9419020414352417, -0.23639222979545593, 0.36664363741874695]",0.17000000178813934,False,False
0,48,True,29.416824340820312,0.0,1.6315789222717285,10.0,"[[0.9911953210830688, -0.30639010667800903, 0.13488733768463135], [0.9419020414352417, -0.23639222979545593, 0.36664363741874695]]","[0.8019587397575378, -0.11231821775436401, 0.06351756304502487]","[0.0, 0.0, 0.0]","[0.8019587397575378, -0.11231821775436401, 0.06351756304502487]",0.15000000596046448,False,False
0,49,True,29.964603424072266,0.0,1.6842105388641357,10.0,"[[0.9419020414352417, -0.23639222979545593, 0.36664363741874695], [0.8019587397575378, -0.11231821775436401, 0.06351756304502487]]","[0.8135337829589844, -0.3743046224117279, 0.12299732118844986]","[0.0, 0.0, 0.0]","[0.8135337829589844, -0.3743046224117279, 0.12299732118844986]",0.11999999731779099,False,False
0,50,True,30.397798538208008,0.0,1.6710526943206787,10.0,"[[0.8019587397575378, -0.11231821775436401, 0.06351756304502487], [0.8135337829589844, -0.3743046224117279, 0.12299732118844986]]","[0.8722220659255981, -0.4810863733291626, 0.12144425511360168]","[0.0, 0.0, 0.0]","[0.8722220659255981, -0.4810863733291626, 0.12144425511360168]",0.18000000715255737,False,False
0,51,True,31.047996520996094,0.0,1.4473683834075928,9.0,"[[0.8135337829589844, -0.3743046224117279, 0.12299732118844986], [0.8722220659255981, -0.4810863733291626, 0.12144425511360168]]","[0.9591442346572876, 0.491958886384964, 0.08043710142374039]","[0.0, 0.0, 0.0]","[0.9591442346572876, 0.491958886384964, 0.08043710142374039]",0.10000000149011612,False,False
0,52,True,31.372323989868164,0.0,1.5789474248886108,25.0,"[[0.8722220659255981, -0.4810863733291626, 0.12144425511360168], [0.9591442346572876, 0.491958886384964, 0.08043710142374039]]","[0.9957353472709656, -0.4467684328556061, 0.261455237865448]","[0.0, 0.0, 0.0]","[0.9957353472709656, -0.4467684328556061, 0.261455237865448]",0.2199999988079071,False,False
0,53,True,32.1300048828125,0.0,1.4736841917037964,25.0,"[[0.9591442346572876, 0.491958886384964, 0.08043710142374039], [0.9957353472709656, -0.4467684328556061, 0.261455237865448]]","[0.946604311466217, -0.13049694895744324, 0.16895581781864166]","[0.0, 0.0, 0.0]","[0.946604311466217, -0.13049694895744324, 0.16895581781864166]",0.12999999523162842,False,False
0,54,True,32.5643196105957,0.0,1.2763158082962036,25.0,"[[0.9957353472709656, -0.4467684328556061, 0.261455237865448], [0.946604311466217, -0.13049694895744324, 0.16895581781864166]]","[0.9543845057487488, -0.12097649276256561, 0.1503906548023224]","[0.0, 0.0, 0.0]","[0.9543845057487488, -0.12097649276256561, 0.1503906548023224]",0.20000000298023224,False,False
0,55,True,33.21796417236328,0.0,1.7236841917037964,25.0,"[[0.946604311466217, -0.13049694895744324, 0.16895581781864166], [0.9543845057487488, -0.12097649276256561, 0.1503906548023224]]","[0.9992143511772156, 0.3223326802253723, -0.009570015594363213]","[0.0, 0.0, 0.0]","[0.9992143511772156, 0.3223326802253723, -0.009570015594363213]",0.12999999523162842,False,False
0,56,True,33.65599822998047,0.0,1.5131579637527466,25.0,"[[0.9543845057487488, -0.12097649276256561, 0.1503906548023224], [0.9992143511772156, 0.3223326802253723, -0.009570015594363213]]","[0.9939619898796082, 0.08309436589479446, 0.3765023350715637]","[0.0, 0.0, 0.0]","[0.9939619898796082, 0.08309436589479446, 0.3765023350715637]",0.14000000059604645,False,False
0,57,True,34.094696044921875,0.0,1.8026316165924072,25.0,"[[0.9992143511772156, 0.3223326802253723, -0.009570015594363213], [0.9939619898796082, 0.08309436589479446, 0.3765023350715637]]","[0.9654780030250549, 0.014088043943047523, 0.019101077690720558]","[0.0, 0.0, 0.0]","[0.9654780030250549, 0.014088043943047523, 0.019101077690720558]",0.20000000298023224,False,False
0,58,True,34.752281188964844,0.0,2.1052632331848145,25.0,"[[0.9939619898796082, 0.08309436589479446, 0.3765023350715637], [0.9654780030250549, 0.014088043943047523, 0.019101077690720558]]","[0.9983128309249878, 0.1444486826658249, -0.0886227935552597]","[0.0, 0.0, 0.0]","[0.9983128309249878, 0.1444486826658249, -0.0886227935552597]",0.14000000059604645,False,False
0,59,True,35.18684768676758,0.0,1.7763158082962036,25.0,"[[0.9654780030250549, 0.014088043943047523, 0.019101077690720558], [0.9983128309249878, 0.1444486826658249, -0.0886227935552597]]","[0.8644971251487732, 0.014726093038916588, 0.2212490737438202]","[0.0, 0.0, 0.0]","[0.8644971251487732, 0.014726093038916588, 0.2212490737438202]",0.20999999344348907,False,False
0,60,True,35.84104919433594,0.0,2.21052622795105,25.0,"[[0.9983128309249878, 0.1444486826658249, -0.0886227935552597], [0.8644971251487732, 0.014726093038916588, 0.2212490737438202]]","[0.9933963418006897, -0.2054472267627716, 0.03595560044050217]","[0.0, 0.0, 0.0]","[0.9933963418006897, -0.2054472267627716, 0.03595560044050217]",0.10999999940395355,False,False
0,61,True,36.1674919128418,0.0,1.8815789222717285,24.0,"[[0.8644971251487732, 0.014726093038916588, 0.2212490737438202], [0.9933963418006897, -0.2054472267627716, 0.03595560044050217]]","[0.9958022236824036, 0.03873508796095848, 0.3648304343223572]","[0.0, 0.0, 0.0]","[0.9958022236824036, 0.03873508796095848, 0.3648304343223572]",0.25999999046325684,False,False
0,62,True,36.92812728881836,0.0,1.5921052694320679,24.0,"[[0.9933963418006897, -0.2054472267627716, 0.03595560044050217], [0.9958022236824036, 0.03873508796095848, 0.3648304343223572]]","[0.9422173500061035, -0.0007354010595008731, 0.2938487231731415]","[0.0, 0.0, 0.0]","[0.9422173500061035, -0.0007354010595008731, 0.2938487231731415]",0.2199999988079071,False,False
0,63,True,37.5798454284668,0.0,1.486842155456543,24.0,"[[0.9958022236824036, 0.03873508796095848, 0.3648304343223572], [0.9422173500061035, -0.0007354010595008731, 0.2938487231731415]]","[0.8541827201843262, -0.04948142170906067, 0.19831663370132446]","[0.0, 0.0, 0.0]","[0.8541827201843262, -0.04948142170906067, 0.19831663370132446]",0.1899999976158142,False,False
0,64,True,38.12210464477539,0.0,0.9473684430122375,8.0,"[[0.9422173500061035, -0.0007354010595008731, 0.2938487231731415], [0.8541827201843262, -0.04948142170906067, 0.19831663370132446]]","[0.8489769101142883, 0.47298359870910645, 0.7570070028305054]","[0.0, 0.0, 0.0]","[0.8489769101142883, 0.47298359870910645, 0.7570070028305054]",0.1899999976158142,False,False
0,65,True,38.666603088378906,0.0,0.8421052694320679,8.0,"[[0.8541827201843262, -0.04948142170906067, 0.19831663370132446], [0.8489769101142883, 0.47298359870910645, 0.7570070028305054]]","[0.7983059883117676, 0.3230498731136322, 0.4742416739463806]","[0.0, 0.0, 0.0]","[0.7983059883117676, 0.3230498731136322, 0.4742416739463806]",0.20000000298023224,False,False
0,66,True,39.20962905883789,0.0,0.8289473652839661,8.0,"[[0.8489769101142883, 0.47298359870910645, 0.7570070028305054], [0.7983059883117676, 0.3230498731136322, 0.4742416739463806]]","[0.8992720246315002, -0.043415892869234085, 0.6412407159805298]","[0.0, 0.0, 0.0]","[0.8992720246315002, -0.043415892869234085, 0.6412407159805298]",0.1899999976158142,False,False
0,67,True,39.74166488647461,0.0,0.8026315569877625,8.0,"[[0.7983059883117676, 0.3230498731136322, 0.4742416739463806], [0.8992720246315002, -0.043415892869234085, 0.6412407159805298]]","[0.9195179343223572, 0.2801329791545868, 0.2538057267665863]","[0.0, 0.0, 0.0]","[0.9195179343223572, 0.2801329791545868, 0.2538057267665863]",0.20000000298023224,False,False
0,68,True,40.276790618896484,0.0,0.7763158082962036,8.0,"[[0.8992720246315002, -0.043415892869234085, 0.6412407159805298], [0.9195179343223572, 0.2801329791545868, 0.2538057267665863]]","[0.7974342703819275, 0.3119409680366516, 0.3339846730232239]","[0.0, 0.0, 0.0]","[0.7974342703819275, 0.3119409680366516, 0.3339846730232239]",0.20000000298023224,False,False
0,69,True,40.810550689697266,0.0,0.7368420958518982,7.0,"[[0.9195179343223572, 0.2801329791545868, 0.2538057267665863], [0.7974342703819275, 0.3119409680366516, 0.3339846730232239]]","[0.7703697681427002, 0.2540416717529297, 0.13128039240837097]","[0.0, 0.0, 0.0]","[0.7703697681427002, 0.2540416717529297, 0.13128039240837097]",0.20999999344348907,False,False
0,70,True,41.34979248046875,0.0,0.7105263471603394,7.0,"[[0.7974342703819275, 0.3119409680366516, 0.3339846730232239], [0.7703697681427002, 0.2540416717529297, 0.13128039240837097]]","[0.7578093409538269, 0.23396539688110352, 0.15556831657886505]","[0.0, 0.0, 0.0]","[0.7578093409538269, 0.23396539688110352, 0.15556831657886505]",0.20999999344348907,False,False
0,71,True,41.890289306640625,0.0,0.7105263471603394,7.0,"[[0.7703697681427002, 0.2540416717529297, 0.13128039240837097], [0.7578093409538269, 0.23396539688110352, 0.15556831657886505]]","[0.7953524589538574, 0.1303779035806656, -0.03978264704346657]","[0.0, 0.0, 0.0]","[0.7953524589538574, 0.1303779035806656, -0.03978264704346657]",0.20999999344348907,False,False
0,72,True,42.432498931884766,0.0,0.7105263471603394,7.0,"[[0.7578093409538269, 0.23396539688110352, 0.15556831657886505], [0.7953524589538574, 0.1303779035806656, -0.03978264704346657]]","[0.8533768057823181, -0.002907699206843972, 0.13860289752483368]","[0.0, 0.0, 0.0]","[0.8533768057823181, -0.002907699206843972, 0.13860289752483368]",0.20000000298023224,False,False
0,73,True,42.975563049316406,0.0,0.7368420958518982,7.0,"[[0.7953524589538574, 0.1303779035806656, -0.03978264704346657], [0.8533768057823181, -0.002907699206843972, 0.13860289752483368]]","[0.7789204716682434, -0.18817009031772614, -0.15861500799655914]","[0.0, 0.0, 0.0]","[0.7789204716682434, -0.18817009031772614, -0.15861500799655914]",0.1899999976158142,False,False
0,74,True,43.51869201660156,0.0,0.7631579041481018,7.0,"[[0.8533768057823181, -0.002907699206843972, 0.13860289752483368], [0.7789204716682434, -0.18817009031772614, -0.15861500799655914]]","[0.7561937570571899, -0.0786232128739357, -0.19971872866153717]","[0.0, 0.0, 0.0]","[0.7561937570571899, -0.0786232128739357, -0.19971872866153717]",0.18000000715255737,False,False
